x-axis,1,REF2
second,Volt,Volt
+1.27805000E-03,-1.05636227E-03,-985.30304E-06
+1.27807500E-03,-1.08516665E-03,-1.03650044E-03
+1.27810000E-03,-1.25550696E-03,-1.20220651E-03
+1.27812500E-03,-1.29996646E-03,-1.37585230E-03
+1.27815000E-03,-1.55068816E-03,-1.62545991E-03
+1.27817500E-03,-1.74807745E-03,-1.86092478E-03
+1.27820000E-03,-2.00468467E-03,-2.05996967E-03
+1.27822500E-03,-2.21315333E-03,-2.33290801E-03
+1.27825000E-03,-2.57494253E-03,-2.68171137E-03
+1.27827500E-03,-2.84685693E-03,-3.06990100E-03
+1.27830000E-03,-3.18836972E-03,-3.38403888E-03
+1.27832500E-03,-3.59925991E-03,-3.68466871E-03
+1.27835000E-03,-3.90732594E-03,-3.99413557E-03
+1.27837500E-03,-4.14443164E-03,-4.35683775E-03
+1.27840000E-03,-4.38875073E-03,-4.59724833E-03
+1.27842500E-03,-4.76365089E-03,-4.87531810E-03
+1.27845000E-03,-5.06426113E-03,-5.11320110E-03
+1.27847500E-03,-5.33867898E-03,-5.31060667E-03
+1.27850000E-03,-5.36491598E-03,-5.57476738E-03
+1.27852500E-03,-5.52808784E-03,-5.80540413E-03
+1.27855000E-03,-5.74778452E-03,-6.11526205E-03
+1.27857500E-03,-5.91957993E-03,-6.02602494E-03
+1.27860000E-03,-5.97630073E-03,-6.10858988E-03
+1.27862500E-03,-5.93278888E-03,-6.14137151E-03
+1.27865000E-03,-5.89936443E-03,-6.11272603E-03
+1.27867500E-03,-5.78523718E-03,-6.07900851E-03
+1.27870000E-03,-5.67713776E-03,-6.00816576E-03
+1.27872500E-03,-5.61959382E-03,-5.82865887E-03
+1.27875000E-03,-5.48662084E-03,-5.68036273E-03
+1.27877500E-03,-5.31664506E-03,-5.41990942E-03
+1.27880000E-03,-5.07424239E-03,-5.23883196E-03
+1.27882500E-03,-4.79585422E-03,-5.03649998E-03
+1.27885000E-03,-4.52606156E-03,-4.78360618E-03
+1.27887500E-03,-4.22569254E-03,-4.38968029E-03
+1.27890000E-03,-3.97352901E-03,-4.06227887E-03
+1.27892500E-03,-3.59254945E-03,-3.71537594E-03
+1.27895000E-03,-3.23017170E-03,-3.37774391E-03
+1.27897500E-03,-2.90090091E-03,-3.01863033E-03
+1.27900000E-03,-2.62484101E-03,-2.63739207E-03
+1.27902500E-03,-2.31158867E-03,-2.43787923E-03
+1.27905000E-03,-1.90501644E-03,-2.21267754E-03
+1.27907500E-03,-1.68275118E-03,-1.84912690E-03
+1.27910000E-03,-1.50439697E-03,-1.62277253E-03
+1.27912500E-03,-1.25120136E-03,-1.37810701E-03
+1.27915000E-03,-1.06911714E-03,-1.19797539E-03
+1.27917500E-03,-945.35175E-06,-1.04642110E-03
+1.27920000E-03,-910.14928E-06,-943.36237E-06
+1.27922500E-03,-889.26532E-06,-838.70713E-06
+1.27925000E-03,-727.54224E-06,-843.83465E-06
+1.27927500E-03,-716.89734E-06,-955.88961E-06
+1.27930000E-03,-849.19705E-06,-1.03631531E-03
+1.27932500E-03,-965.55519E-06,-1.09549465E-03
+1.27935000E-03,-1.15651472E-03,-1.14502831E-03
+1.27937500E-03,-1.29537835E-03,-1.30875163E-03
+1.27940000E-03,-1.65768465E-03,-1.58587405E-03
+1.27942500E-03,-1.83707636E-03,-1.86321838E-03
+1.27945000E-03,-1.93153264E-03,-2.10944152E-03
+1.27947500E-03,-2.22300012E-03,-2.37995810E-03
+1.27950000E-03,-2.70268970E-03,-2.72995094E-03
+1.27952500E-03,-2.97244074E-03,-2.93461813E-03
+1.27955000E-03,-3.38091069E-03,-3.37867015E-03
+1.27957500E-03,-3.64314142E-03,-3.68776856E-03
+1.27960000E-03,-3.90670694E-03,-3.94904983E-03
+1.27962500E-03,-4.23370764E-03,-4.30704751E-03
+1.27965000E-03,-4.67022608E-03,-4.73600100E-03
+1.27967500E-03,-4.88315200E-03,-5.05591948E-03
+1.27970000E-03,-5.12248738E-03,-5.25788573E-03
+1.27972500E-03,-5.28793204E-03,-5.50813677E-03
+1.27975000E-03,-5.49475384E-03,-5.76868716E-03
+1.27977500E-03,-5.72460967E-03,-5.88380850E-03
+1.27980000E-03,-5.84406525E-03,-5.97525871E-03
+1.27982500E-03,-5.88009025E-03,-6.01769838E-03
+1.27985000E-03,-5.99486485E-03,-6.19032446E-03
+1.27987500E-03,-5.94955478E-03,-6.27374509E-03
+1.27990000E-03,-5.93484429E-03,-6.19760688E-03
+1.27992500E-03,-5.93858636E-03,-6.03955139E-03
+1.27995000E-03,-5.75173855E-03,-5.96017706E-03
+1.27997500E-03,-5.56119480E-03,-5.79458979E-03
+1.28000000E-03,-5.46775733E-03,-5.63052154E-03
+1.28002500E-03,-5.22936748E-03,-5.45615332E-03
+1.28005000E-03,-5.00859621E-03,-5.17165560E-03
+1.28007500E-03,-4.71673195E-03,-4.96241176E-03
+1.28010000E-03,-4.38869223E-03,-4.61742313E-03
+1.28012500E-03,-4.23345920E-03,-4.30963388E-03
+1.28015000E-03,-3.81468717E-03,-3.99538202E-03
+1.28017500E-03,-3.53462079E-03,-3.75942207E-03
+1.28020000E-03,-3.18082588E-03,-3.35455127E-03
+1.28022500E-03,-2.85372387E-03,-3.05447261E-03
+1.28025000E-03,-2.63460459E-03,-2.75365493E-03
+1.28027500E-03,-2.42260612E-03,-2.46898234E-03
+1.28030000E-03,-2.12866504E-03,-2.12056913E-03
+1.28032500E-03,-1.76058418E-03,-1.77840507E-03
+1.28035000E-03,-1.56021113E-03,-1.60232758E-03
+1.28037500E-03,-1.43653468E-03,-1.42240159E-03
+1.28040000E-03,-1.22667032E-03,-1.26150585E-03
+1.28042500E-03,-1.06760265E-03,-1.11068696E-03
+1.28045000E-03,-842.46367E-06,-1.03064447E-03
+1.28047500E-03,-851.82382E-06,-945.33305E-06
+1.28050000E-03,-971.55317E-06,-911.95413E-06
+1.28052500E-03,-1.00421842E-03,-916.50787E-06
+1.28055000E-03,-1.14079779E-03,-1.04994789E-03
+1.28057500E-03,-1.10620407E-03,-1.03556364E-03
+1.28060000E-03,-1.19433734E-03,-1.13892057E-03
+1.28062500E-03,-1.26961110E-03,-1.41175338E-03
+1.28065000E-03,-1.57189835E-03,-1.62701179E-03
+1.28067500E-03,-1.83374465E-03,-1.80066542E-03
+1.28070000E-03,-2.08719232E-03,-2.08971387E-03
+1.28072500E-03,-2.39751517E-03,-2.40037652E-03
+1.28075000E-03,-2.68601636E-03,-2.70546994E-03
+1.28077500E-03,-2.97612884E-03,-3.00040481E-03
+1.28080000E-03,-3.20653192E-03,-3.24581114E-03
+1.28082500E-03,-3.45662979E-03,-3.51146162E-03
+1.28085000E-03,-3.82971244E-03,-3.89027210E-03
+1.28087500E-03,-4.15160281E-03,-4.28600285E-03
+1.28090000E-03,-4.50126217E-03,-4.56507696E-03
+1.28092500E-03,-4.76975350E-03,-4.90352911E-03
+1.28095000E-03,-4.96545221E-03,-5.04176740E-03
+1.28097500E-03,-5.19515035E-03,-5.28571864E-03
+1.28100000E-03,-5.38395589E-03,-5.59269259E-03
+1.28102500E-03,-5.56816004E-03,-5.78095721E-03
+1.28105000E-03,-5.64680682E-03,-5.92912551E-03
+1.28107500E-03,-5.78538311E-03,-6.08675315E-03
+1.28110000E-03,-5.85123793E-03,-6.12140205E-03
+1.28112500E-03,-5.82788278E-03,-6.18503080E-03
+1.28115000E-03,-5.93534420E-03,-6.00829270E-03
+1.28117500E-03,-5.81324225E-03,-5.95674826E-03
+1.28120000E-03,-5.73178386E-03,-5.96991319E-03
+1.28122500E-03,-5.52388867E-03,-5.81716914E-03
+1.28125000E-03,-5.38335889E-03,-5.66459635E-03
+1.28127500E-03,-5.25745034E-03,-5.45717334E-03
+1.28130000E-03,-5.06943477E-03,-5.23728942E-03
+1.28132500E-03,-4.84610548E-03,-4.97447497E-03
+1.28135000E-03,-4.61273581E-03,-4.72244139E-03
+1.28137500E-03,-4.19580905E-03,-4.37209669E-03
+1.28140000E-03,-3.92037449E-03,-4.15354003E-03
+1.28142500E-03,-3.67044427E-03,-3.80721992E-03
+1.28145000E-03,-3.29901933E-03,-3.48277905E-03
+1.28147500E-03,-2.99129341E-03,-3.15982886E-03
+1.28150000E-03,-2.62292460E-03,-2.93587905E-03
+1.28152500E-03,-2.35692980E-03,-2.61107004E-03
+1.28155000E-03,-2.17210423E-03,-2.14982246E-03
+1.28157500E-03,-1.94187542E-03,-2.03338472E-03
+1.28160000E-03,-1.68174292E-03,-1.78051174E-03
+1.28162500E-03,-1.52319596E-03,-1.50216276E-03
+1.28165000E-03,-1.34638067E-03,-1.36561716E-03
+1.28167500E-03,-1.06638544E-03,-1.30576515E-03
+1.28170000E-03,-1.07366817E-03,-1.19677145E-03
+1.28172500E-03,-939.12190E-06,-977.04522E-06
+1.28175000E-03,-856.39023E-06,-1.06597478E-03
+1.28177500E-03,-920.42813E-06,-1.02633103E-03
+1.28180000E-03,-995.60300E-06,-1.03615340E-03
+1.28182500E-03,-1.06333173E-03,-1.08923103E-03
+1.28185000E-03,-1.23910800E-03,-1.12941087E-03
+1.28187500E-03,-1.44904623E-03,-1.39330715E-03
+1.28190000E-03,-1.56400265E-03,-1.61463381E-03
+1.28192500E-03,-1.75514822E-03,-1.77952519E-03
+1.28195000E-03,-2.02442890E-03,-2.01975003E-03
+1.28197500E-03,-2.31821410E-03,-2.30007813E-03
+1.28200000E-03,-2.64670398E-03,-2.52150610E-03
+1.28202500E-03,-2.86706037E-03,-2.79905063E-03
+1.28205000E-03,-3.20995680E-03,-3.12724804E-03
+1.28207500E-03,-3.43988681E-03,-3.47978202E-03
+1.28210000E-03,-3.73923039E-03,-3.81975801E-03
+1.28212500E-03,-4.07131520E-03,-4.12946517E-03
+1.28215000E-03,-4.37888193E-03,-4.36960831E-03
+1.28217500E-03,-4.61079649E-03,-4.76763809E-03
+1.28220000E-03,-4.80867814E-03,-5.04711050E-03
+1.28222500E-03,-5.05193681E-03,-5.29050183E-03
+1.28225000E-03,-5.31161071E-03,-5.43250088E-03
+1.28227500E-03,-5.50425871E-03,-5.61677167E-03
+1.28230000E-03,-5.66696805E-03,-5.67320363E-03
+1.28232500E-03,-5.70536233E-03,-5.91707345E-03
+1.28235000E-03,-5.80716074E-03,-6.12103963E-03
+1.28237500E-03,-5.89227225E-03,-6.04198852E-03
+1.28240000E-03,-5.91509945E-03,-6.01371028E-03
+1.28242500E-03,-5.82036005E-03,-6.03163639E-03
+1.28245000E-03,-5.70294933E-03,-5.96525302E-03
+1.28247500E-03,-5.66143771E-03,-5.88472841E-03
+1.28250000E-03,-5.51711640E-03,-5.72944895E-03
+1.28252500E-03,-5.31472262E-03,-5.57216472E-03
+1.28255000E-03,-5.05846153E-03,-5.27446499E-03
+1.28257500E-03,-4.86314213E-03,-5.00377111E-03
+1.28260000E-03,-4.57975911E-03,-4.75540031E-03
+1.28262500E-03,-4.28838239E-03,-4.53211623E-03
+1.28265000E-03,-4.03808854E-03,-4.28980522E-03
+1.28267500E-03,-3.78808293E-03,-3.95567074E-03
+1.28270000E-03,-3.52905849E-03,-3.60129452E-03
+1.28272500E-03,-3.09108736E-03,-3.31837914E-03
+1.28275000E-03,-2.83858825E-03,-3.07127559E-03
+1.28277500E-03,-2.53707981E-03,-2.76322705E-03
+1.28280000E-03,-2.33304549E-03,-2.50578343E-03
+1.28282500E-03,-2.06796849E-03,-2.04325171E-03
+1.28285000E-03,-1.84358842E-03,-1.78302936E-03
+1.28287500E-03,-1.65389162E-03,-1.64629110E-03
+1.28290000E-03,-1.37221425E-03,-1.48877230E-03
+1.28292500E-03,-1.19410216E-03,-1.36135136E-03
+1.28295000E-03,-1.07299339E-03,-1.16095660E-03
+1.28297500E-03,-976.75456E-06,-977.38201E-06
+1.28300000E-03,-1.00315318E-03,-986.86699E-06
+1.28302500E-03,-1.03277164E-03,-1.02308736E-03
+1.28305000E-03,-1.05015503E-03,-904.69733E-06
+1.28307500E-03,-1.09106212E-03,-1.04520329E-03
+1.28310000E-03,-1.15017814E-03,-1.18429456E-03
+1.28312500E-03,-1.32723916E-03,-1.35007541E-03
+1.28315000E-03,-1.48941784E-03,-1.49389680E-03
+1.28317500E-03,-1.72686274E-03,-1.60709811E-03
+1.28320000E-03,-1.93674760E-03,-1.87471475E-03
+1.28322500E-03,-2.02071668E-03,-2.07908736E-03
+1.28325000E-03,-2.32938574E-03,-2.42126982E-03
+1.28327500E-03,-2.72451768E-03,-2.66037998E-03
+1.28330000E-03,-2.85555345E-03,-2.96571702E-03
+1.28332500E-03,-3.22662772E-03,-3.28965014E-03
+1.28335000E-03,-3.51337261E-03,-3.57368684E-03
+1.28337500E-03,-3.82391768E-03,-3.88810393E-03
+1.28340000E-03,-4.12453213E-03,-4.20844754E-03
+1.28342500E-03,-4.37176985E-03,-4.40697052E-03
+1.28345000E-03,-4.60765382E-03,-4.78093961E-03
+1.28347500E-03,-4.89525772E-03,-5.05145982E-03
+1.28350000E-03,-5.12651770E-03,-5.28820822E-03
+1.28352500E-03,-5.27324115E-03,-5.50537642E-03
+1.28355000E-03,-5.47200684E-03,-5.68797562E-03
+1.28357500E-03,-5.62804913E-03,-5.78318930E-03
+1.28360000E-03,-5.71303371E-03,-5.91423260E-03
+1.28362500E-03,-5.81806192E-03,-6.03603576E-03
+1.28365000E-03,-5.74434667E-03,-6.09915616E-03
+1.28367500E-03,-5.67853044E-03,-5.96234584E-03
+1.28370000E-03,-5.62835939E-03,-5.90998369E-03
+1.28372500E-03,-5.59338757E-03,-5.82265275E-03
+1.28375000E-03,-5.45336584E-03,-5.73427314E-03
+1.28377500E-03,-5.42030380E-03,-5.66762293E-03
+1.28380000E-03,-5.15877108E-03,-5.38546556E-03
+1.28382500E-03,-4.92227413E-03,-5.16302873E-03
+1.28385000E-03,-4.76436909E-03,-4.97544101E-03
+1.28387500E-03,-4.47226814E-03,-4.72362392E-03
+1.28390000E-03,-4.24470169E-03,-4.45340854E-03
+1.28392500E-03,-3.93242021E-03,-4.11470011E-03
+1.28395000E-03,-3.63879572E-03,-3.82895564E-03
+1.28397500E-03,-3.37960394E-03,-3.63560934E-03
+1.28400000E-03,-3.15927860E-03,-3.28108628E-03
+1.28402500E-03,-2.89651119E-03,-3.01173685E-03
+1.28405000E-03,-2.51173951E-03,-2.79894329E-03
+1.28407500E-03,-2.20162018E-03,-2.36644040E-03
+1.28410000E-03,-1.89963866E-03,-2.18603530E-03
+1.28412500E-03,-1.85034411E-03,-1.97330688E-03
+1.28415000E-03,-1.70949110E-03,-1.73076581E-03
+1.28417500E-03,-1.57887926E-03,-1.60313412E-03
+1.28420000E-03,-1.39133164E-03,-1.47361225E-03
+1.28422500E-03,-1.29076491E-03,-1.32892100E-03
+1.28425000E-03,-1.21031689E-03,-1.25473509E-03
+1.28427500E-03,-1.11264407E-03,-1.16623247E-03
+1.28430000E-03,-1.17326072E-03,-1.19110271E-03
+1.28432500E-03,-1.18004927E-03,-1.31504238E-03
+1.28435000E-03,-1.32491209E-03,-1.38141973E-03
+1.28437500E-03,-1.39628127E-03,-1.43433906E-03
+1.28440000E-03,-1.48745620E-03,-1.55601588E-03
+1.28442500E-03,-1.65276065E-03,-1.75930125E-03
+1.28445000E-03,-1.85856635E-03,-1.95755346E-03
+1.28447500E-03,-2.07771609E-03,-2.13030949E-03
+1.28450000E-03,-2.29709015E-03,-2.33052334E-03
+1.28452500E-03,-2.59213748E-03,-2.55515186E-03
+1.28455000E-03,-2.83462698E-03,-2.89783634E-03
+1.28457500E-03,-3.10723124E-03,-3.18727222E-03
+1.28460000E-03,-3.43464351E-03,-3.45895174E-03
+1.28462500E-03,-3.69381660E-03,-3.74666177E-03
+1.28465000E-03,-3.85813782E-03,-3.95965583E-03
+1.28467500E-03,-4.07422570E-03,-4.23715122E-03
+1.28470000E-03,-4.35998946E-03,-4.54769900E-03
+1.28472500E-03,-4.56265190E-03,-4.68708243E-03
+1.28475000E-03,-4.87263495E-03,-4.96899468E-03
+1.28477500E-03,-5.04672758E-03,-5.05628311E-03
+1.28480000E-03,-5.06155324E-03,-5.24382862E-03
+1.28482500E-03,-5.24390550E-03,-5.37266214E-03
+1.28485000E-03,-5.44912054E-03,-5.41181653E-03
+1.28487500E-03,-5.41240569E-03,-5.48495348E-03
+1.28490000E-03,-5.44818254E-03,-5.68105742E-03
+1.28492500E-03,-5.47659767E-03,-5.61121510E-03
+1.28495000E-03,-5.44464007E-03,-5.57734109E-03
+1.28497500E-03,-5.35086671E-03,-5.48225675E-03
+1.28500000E-03,-5.24868478E-03,-5.45837607E-03
+1.28502500E-03,-5.17993875E-03,-5.40089183E-03
+1.28505000E-03,-4.97222387E-03,-5.22217883E-03
+1.28507500E-03,-4.80620936E-03,-5.07022715E-03
+1.28510000E-03,-4.58092536E-03,-4.84051513E-03
+1.28512500E-03,-4.50514656E-03,-4.65441266E-03
+1.28515000E-03,-4.30536628E-03,-4.38113844E-03
+1.28517500E-03,-4.09955093E-03,-4.19704525E-03
+1.28520000E-03,-3.81544035E-03,-3.88927440E-03
+1.28522500E-03,-3.57556285E-03,-3.62567752E-03
+1.28525000E-03,-3.32184533E-03,-3.47675876E-03
+1.28527500E-03,-3.14559235E-03,-3.45465187E-03
+1.28530000E-03,-2.92241140E-03,-3.20121324E-03
+1.28532500E-03,-2.74854128E-03,-2.85773911E-03
+1.28535000E-03,-2.45756558E-03,-2.59309810E-03
+1.28537500E-03,-2.24483293E-03,-2.41955361E-03
+1.28540000E-03,-2.15835195E-03,-2.29927671E-03
+1.28542500E-03,-2.08023643E-03,-2.09901673E-03
+1.28545000E-03,-1.92001517E-03,-1.96429648E-03
+1.28547500E-03,-1.79240549E-03,-1.93222492E-03
+1.28550000E-03,-1.68559384E-03,-1.96052215E-03
+1.28552500E-03,-1.67315344E-03,-1.85961803E-03
+1.28555000E-03,-1.70276376E-03,-1.75181349E-03
+1.28557500E-03,-1.73178613E-03,-1.74232369E-03
+1.28560000E-03,-1.79593952E-03,-1.79872067E-03
+1.28562500E-03,-1.76134610E-03,-1.91404885E-03
+1.28565000E-03,-1.77330046E-03,-1.83996967E-03
+1.28567500E-03,-2.00060732E-03,-1.92151761E-03
+1.28570000E-03,-2.08798801E-03,-2.11649480E-03
+1.28572500E-03,-2.20863607E-03,-2.22568328E-03
+1.28575000E-03,-2.36628784E-03,-2.42226542E-03
+1.28577500E-03,-2.51953843E-03,-2.58386066E-03
+1.28580000E-03,-2.69055563E-03,-2.75328106E-03
+1.28582500E-03,-2.83779799E-03,-2.86604668E-03
+1.28585000E-03,-2.94372350E-03,-2.97862506E-03
+1.28587500E-03,-3.07887943E-03,-3.17641747E-03
+1.28590000E-03,-3.21129280E-03,-3.36594573E-03
+1.28592500E-03,-3.42061595E-03,-3.54211458E-03
+1.28595000E-03,-3.65627771E-03,-3.69048398E-03
+1.28597500E-03,-3.84398302E-03,-3.92459144E-03
+1.28600000E-03,-3.83708743E-03,-3.97038605E-03
+1.28602500E-03,-3.89454875E-03,-4.19247191E-03
+1.28605000E-03,-4.13187968E-03,-4.31846729E-03
+1.28607500E-03,-4.24107751E-03,-4.40122640E-03
+1.28610000E-03,-4.28711061E-03,-4.45810098E-03
+1.28612500E-03,-4.34073006E-03,-4.52658439E-03
+1.28615000E-03,-4.47671635E-03,-4.59730441E-03
+1.28617500E-03,-4.43166196E-03,-4.67180601E-03
+1.28620000E-03,-4.39384417E-03,-4.63412902E-03
+1.28622500E-03,-4.43153262E-03,-4.61565566E-03
+1.28625000E-03,-4.40883838E-03,-4.62415771E-03
+1.28627500E-03,-4.46501677E-03,-4.68657077E-03
+1.28630000E-03,-4.50187877E-03,-4.57636167E-03
+1.28632500E-03,-4.44705688E-03,-4.54745718E-03
+1.28635000E-03,-4.33791725E-03,-4.52731013E-03
+1.28637500E-03,-4.25409109E-03,-4.46454762E-03
+1.28640000E-03,-4.23959648E-03,-4.38067803E-03
+1.28642500E-03,-4.32924153E-03,-4.30257186E-03
+1.28645000E-03,-4.18371207E-03,-4.31574614E-03
+1.28647500E-03,-4.13655222E-03,-4.22519655E-03
+1.28650000E-03,-4.04798357E-03,-4.28010889E-03
+1.28652500E-03,-3.99600555E-03,-4.16887827E-03
+1.28655000E-03,-3.81250332E-03,-4.05150372E-03
+1.28657500E-03,-3.74270713E-03,-3.95385020E-03
+1.28660000E-03,-3.80012443E-03,-3.81428285E-03
+1.28662500E-03,-3.73111217E-03,-3.74939558E-03
+1.28665000E-03,-3.60906901E-03,-3.70322469E-03
+1.28667500E-03,-3.57533913E-03,-3.65494502E-03
+1.28670000E-03,-3.47878160E-03,-3.62123112E-03
+1.28672500E-03,-3.37619624E-03,-3.45854952E-03
+1.28675000E-03,-3.36964378E-03,-3.49110894E-03
+1.28677500E-03,-3.35026347E-03,-3.42726882E-03
+1.28680000E-03,-3.22292214E-03,-3.32274835E-03
+1.28682500E-03,-3.09918719E-03,-3.23817052E-03
+1.28685000E-03,-3.03713987E-03,-3.19190616E-03
+1.28687500E-03,-3.07097589E-03,-3.09970278E-03
+1.28690000E-03,-3.08800259E-03,-3.10422004E-03
+1.28692500E-03,-2.97016191E-03,-3.09092937E-03
+1.28695000E-03,-2.90597325E-03,-3.00662561E-03
+1.28697500E-03,-2.94912057E-03,-2.92192114E-03
+1.28700000E-03,-2.97738404E-03,-2.90267169E-03
+1.28702500E-03,-2.90349210E-03,-2.81782400E-03
+1.28705000E-03,-2.88236905E-03,-2.79562515E-03
+1.28707500E-03,-2.69190279E-03,-2.72508634E-03
+1.28710000E-03,-2.61481814E-03,-2.77896448E-03
+1.28712500E-03,-2.51598058E-03,-2.78815006E-03
+1.28715000E-03,-2.53111168E-03,-2.79836680E-03
+1.28717500E-03,-2.52009140E-03,-2.75114635E-03
+1.28720000E-03,-2.54285227E-03,-2.71808944E-03
+1.28722500E-03,-2.59294613E-03,-2.69957477E-03
+1.28725000E-03,-2.61750462E-03,-2.83493030E-03
+1.28727500E-03,-2.69797857E-03,-2.84242711E-03
+1.28730000E-03,-2.69162751E-03,-2.80261632E-03
+1.28732500E-03,-2.78886253E-03,-2.81584940E-03
+1.28735000E-03,-2.81079032E-03,-2.84660939E-03
+1.28737500E-03,-2.77858759E-03,-3.03889588E-03
+1.28740000E-03,-2.80409614E-03,-3.00306566E-03
+1.28742500E-03,-2.87217220E-03,-2.98826260E-03
+1.28745000E-03,-2.97350930E-03,-3.11091240E-03
+1.28747500E-03,-2.99007680E-03,-3.14972639E-03
+1.28750000E-03,-3.04768376E-03,-3.30568456E-03
+1.28752500E-03,-3.15436275E-03,-3.34660703E-03
+1.28755000E-03,-3.22550248E-03,-3.39866042E-03
+1.28757500E-03,-3.35023995E-03,-3.53262990E-03
+1.28760000E-03,-3.51665909E-03,-3.65544584E-03
+1.28762500E-03,-3.61165388E-03,-3.74568728E-03
+1.28765000E-03,-3.63437072E-03,-3.77696587E-03
+1.28767500E-03,-3.77826629E-03,-3.86238583E-03
+1.28770000E-03,-3.92152808E-03,-4.03107506E-03
+1.28772500E-03,-3.91336735E-03,-4.00618189E-03
+1.28775000E-03,-4.06704005E-03,-4.15124432E-03
+1.28777500E-03,-4.13101344E-03,-4.23868983E-03
+1.28780000E-03,-4.17020462E-03,-4.25492507E-03
+1.28782500E-03,-4.32335450E-03,-4.30423470E-03
+1.28785000E-03,-4.34670603E-03,-4.36995053E-03
+1.28787500E-03,-4.32666300E-03,-4.45639472E-03
+1.28790000E-03,-4.35072911E-03,-4.41267845E-03
+1.28792500E-03,-4.30793034E-03,-4.40402896E-03
+1.28795000E-03,-4.33689422E-03,-4.37486457E-03
+1.28797500E-03,-4.43813121E-03,-4.39962507E-03
+1.28800000E-03,-4.35966112E-03,-4.30427028E-03
+1.28802500E-03,-4.28176178E-03,-4.29773620E-03
+1.28805000E-03,-4.28031723E-03,-4.27436327E-03
+1.28807500E-03,-4.24553959E-03,-4.20638821E-03
+1.28810000E-03,-4.19028323E-03,-4.07891301E-03
+1.28812500E-03,-3.94986150E-03,-4.12926768E-03
+1.28815000E-03,-3.84645452E-03,-4.04836679E-03
+1.28817500E-03,-3.83144614E-03,-3.85134565E-03
+1.28820000E-03,-3.70832839E-03,-3.71566780E-03
+1.28822500E-03,-3.65372812E-03,-3.67605873E-03
+1.28825000E-03,-3.55213564E-03,-3.67174861E-03
+1.28827500E-03,-3.31461506E-03,-3.65946921E-03
+1.28830000E-03,-3.24811892E-03,-3.43023118E-03
+1.28832500E-03,-3.09064263E-03,-3.23651853E-03
+1.28835000E-03,-2.98838562E-03,-3.17307852E-03
+1.28837500E-03,-2.91195013E-03,-3.10899901E-03
+1.28840000E-03,-2.90181117E-03,-3.02382689E-03
+1.28842500E-03,-2.90051195E-03,-2.92222326E-03
+1.28845000E-03,-2.75719559E-03,-2.85632502E-03
+1.28847500E-03,-2.67741572E-03,-2.79903104E-03
+1.28850000E-03,-2.59978715E-03,-2.74660437E-03
+1.28852500E-03,-2.60091872E-03,-2.81717906E-03
+1.28855000E-03,-2.59932734E-03,-2.73814906E-03
+1.28857500E-03,-2.40317154E-03,-2.68869048E-03
+1.28860000E-03,-2.45306731E-03,-2.75480128E-03
+1.28862500E-03,-2.52630647E-03,-2.84620084E-03
+1.28865000E-03,-2.57867887E-03,-2.94096466E-03
+1.28867500E-03,-2.68453383E-03,-2.86641603E-03
+1.28870000E-03,-2.68214585E-03,-2.88515714E-03
+1.28872500E-03,-2.69562436E-03,-2.91768761E-03
+1.28875000E-03,-2.79059924E-03,-2.98913910E-03
+1.28877500E-03,-2.87737661E-03,-3.11317194E-03
+1.28880000E-03,-2.93873438E-03,-3.10635806E-03
+1.28882500E-03,-3.04095913E-03,-3.17993733E-03
+1.28885000E-03,-3.19088343E-03,-3.25898904E-03
+1.28887500E-03,-3.28547962E-03,-3.35472856E-03
+1.28890000E-03,-3.37951228E-03,-3.44856132E-03
+1.28892500E-03,-3.47211155E-03,-3.58764777E-03
+1.28895000E-03,-3.58825501E-03,-3.59721626E-03
+1.28897500E-03,-3.70047158E-03,-3.75063691E-03
+1.28900000E-03,-3.68976307E-03,-3.77590696E-03
+1.28902500E-03,-3.71730652E-03,-3.82561248E-03
+1.28905000E-03,-3.91627513E-03,-3.93618399E-03
+1.28907500E-03,-3.93468156E-03,-4.00396035E-03
+1.28910000E-03,-3.98207387E-03,-4.05798956E-03
+1.28912500E-03,-4.09344410E-03,-4.10453010E-03
+1.28915000E-03,-4.15843237E-03,-4.13634177E-03
+1.28917500E-03,-4.18655774E-03,-4.27323953E-03
+1.28920000E-03,-4.13851296E-03,-4.17851430E-03
+1.28922500E-03,-4.19852899E-03,-4.16172097E-03
+1.28925000E-03,-4.13721253E-03,-4.23362805E-03
+1.28927500E-03,-4.10681014E-03,-4.16025411E-03
+1.28930000E-03,-4.09525196E-03,-4.16407397E-03
+1.28932500E-03,-4.03108109E-03,-4.06480374E-03
+1.28935000E-03,-3.87570363E-03,-3.95914627E-03
+1.28937500E-03,-3.76188724E-03,-4.01687322E-03
+1.28940000E-03,-3.73323482E-03,-3.92516522E-03
+1.28942500E-03,-3.70323645E-03,-3.86169958E-03
+1.28945000E-03,-3.66615887E-03,-3.79919366E-03
+1.28947500E-03,-3.63592351E-03,-3.67510293E-03
+1.28950000E-03,-3.48804074E-03,-3.45197655E-03
+1.28952500E-03,-3.42915448E-03,-3.49104200E-03
+1.28955000E-03,-3.29150775E-03,-3.47640569E-03
+1.28957500E-03,-3.15019464E-03,-3.38847564E-03
+1.28960000E-03,-3.11159473E-03,-3.36830898E-03
+1.28962500E-03,-2.96113916E-03,-3.28404442E-03
+1.28965000E-03,-2.88699606E-03,-3.17143166E-03
+1.28967500E-03,-2.87235191E-03,-3.09263322E-03
