x-axis,1,REF2
second,Volt,Volt
+844.20000E-06,,
+844.22500E-06,-3.49761226E-03,
+844.25000E-06,-3.53831462E-03,
+844.27500E-06,-3.58052152E-03,
+844.30000E-06,-3.65842206E-03,
+844.32500E-06,-3.55291565E-03,
+844.35000E-06,-3.56541575E-03,
+844.37500E-06,-3.52070690E-03,
+844.40000E-06,-3.54685646E-03,
+844.42500E-06,-3.52351790E-03,
+844.45000E-06,-3.51599758E-03,
+844.47500E-06,-3.59106058E-03,
+844.50000E-06,-3.57226219E-03,
+844.52500E-06,-3.73776203E-03,
+844.55000E-06,-3.63828586E-03,
+844.57500E-06,-3.49253841E-03,
+844.60000E-06,-3.44857097E-03,
+844.62500E-06,-3.57353005E-03,
+844.65000E-06,-3.51792484E-03,
+844.67500E-06,-3.51257571E-03,
+844.70000E-06,-3.48403033E-03,
+844.72500E-06,-3.51116524E-03,
+844.75000E-06,-3.50048868E-03,
+844.77500E-06,-3.54918926E-03,
+844.80000E-06,-3.57944181E-03,
+844.82500E-06,-3.58049016E-03,
+844.85000E-06,-3.52097012E-03,
+844.87500E-06,-3.52845878E-03,
+844.90000E-06,-3.49691184E-03,
+844.92500E-06,-3.60495397E-03,
+844.95000E-06,-3.52990091E-03,
+844.97500E-06,-3.48543598E-03,
+845.00000E-06,-3.43282509E-03,
+845.02500E-06,-3.48832899E-03,
+845.05000E-06,-3.54185980E-03,
+845.07500E-06,-3.56964416E-03,
+845.10000E-06,-3.56415513E-03,
+845.12500E-06,-3.50943606E-03,
+845.15000E-06,-3.52444746E-03,
+845.17500E-06,-3.57134921E-03,
+845.20000E-06,-3.49906886E-03,
+845.22500E-06,-3.54781768E-03,
+845.25000E-06,-3.62375960E-03,
+845.27500E-06,-3.53767692E-03,
+845.30000E-06,-3.55732768E-03,
+845.32500E-06,-3.61206635E-03,
+845.35000E-06,-3.62900260E-03,
+845.37500E-06,-3.56082251E-03,
+845.40000E-06,-3.50825293E-03,
+845.42500E-06,-3.55391306E-03,
+845.45000E-06,-3.56479765E-03,
+845.47500E-06,-3.58354268E-03,
+845.50000E-06,-3.59269267E-03,
+845.52500E-06,-3.54673827E-03,
+845.55000E-06,-3.51057096E-03,
+845.57500E-06,-3.49466075E-03,
+845.60000E-06,-3.53866980E-03,
+845.62500E-06,-3.55211393E-03,
+845.65000E-06,-3.52722529E-03,
+845.67500E-06,-3.56501715E-03,
+845.70000E-06,-3.49768191E-03,
+845.72500E-06,-3.47047283E-03,
+845.75000E-06,-3.51608170E-03,
+845.77500E-06,-3.57698599E-03,
+845.80000E-06,-3.54994757E-03,
+845.82500E-06,-3.50512263E-03,
+845.85000E-06,-3.51123066E-03,
+845.87500E-06,-3.52193375E-03,
+845.90000E-06,-3.56608451E-03,
+845.92500E-06,-3.56218384E-03,
+845.95000E-06,-3.68023889E-03,
+845.97500E-06,-3.57281999E-03,
+846.00000E-06,-3.52569874E-03,
+846.02500E-06,-3.50467579E-03,
+846.05000E-06,-3.54769466E-03,
+846.07500E-06,-3.53018373E-03,
+846.10000E-06,-3.55597269E-03,
+846.12500E-06,-3.52916944E-03,
+846.15000E-06,-3.57321135E-03,
+846.17500E-06,-3.56431674E-03,
+846.20000E-06,-3.55825755E-03,
+846.22500E-06,-3.55945304E-03,
+846.25000E-06,-3.53322870E-03,
+846.27500E-06,-3.46092423E-03,
+846.30000E-06,-3.50084145E-03,
+846.32500E-06,-3.54838453E-03,
+846.35000E-06,-3.47965418E-03,
+846.37500E-06,-3.49980455E-03,
+846.40000E-06,-3.52757987E-03,
+846.42500E-06,-3.56469845E-03,
+846.45000E-06,-3.55053491E-03,
+846.47500E-06,-3.48113461E-03,
+846.50000E-06,-3.43959856E-03,
+846.52500E-06,-3.54398456E-03,
+846.55000E-06,-3.55895555E-03,
+846.57500E-06,-3.56516459E-03,
+846.60000E-06,-3.55106316E-03,
+846.62500E-06,-3.52434886E-03,
+846.65000E-06,-3.57030116E-03,
+846.67500E-06,-3.54854222E-03,
+846.70000E-06,-3.48943192E-03,
+846.72500E-06,-3.59610549E-03,
+846.75000E-06,-3.52033785E-03,
+846.77500E-06,-3.48304016E-03,
+846.80000E-06,-3.53634634E-03,
+846.82500E-06,-3.56879902E-03,
+846.85000E-06,-3.55841705E-03,
+846.87500E-06,-3.50217142E-03,
+846.90000E-06,-3.51733810E-03,
+846.92500E-06,-3.51088724E-03,
+846.95000E-06,-3.47512818E-03,
+846.97500E-06,-3.54585423E-03,
+847.00000E-06,-3.58873954E-03,
+847.02500E-06,-3.52730459E-03,
+847.05000E-06,-3.56387925E-03,
+847.07500E-06,-3.54072762E-03,
+847.10000E-06,-3.55925977E-03,
+847.12500E-06,-3.57071061E-03,
+847.15000E-06,-3.49560298E-03,
+847.17500E-06,-3.55458000E-03,
+847.20000E-06,-3.50062436E-03,
+847.22500E-06,-3.56936828E-03,
+847.25000E-06,-3.57567742E-03,
+847.27500E-06,-3.54765909E-03,
+847.30000E-06,-3.50910983E-03,
+847.32500E-06,-3.56015285E-03,
+847.35000E-06,-3.56996527E-03,
+847.37500E-06,-3.58354268E-03,
+847.40000E-06,-3.50666396E-03,
+847.42500E-06,-3.49958113E-03,
+847.45000E-06,-3.53575779E-03,
+847.47500E-06,-3.51856767E-03,
+847.50000E-06,-3.49580559E-03,
+847.52500E-06,-3.48399415E-03,
+847.55000E-06,-3.53565558E-03,
+847.57500E-06,-3.60119803E-03,
+847.60000E-06,-3.49560298E-03,
+847.62500E-06,-3.54532840E-03,
+847.65000E-06,-3.52407509E-03,
+847.67500E-06,-3.60516624E-03,
+847.70000E-06,-3.58919663E-03,
+847.72500E-06,-3.56950305E-03,
+847.75000E-06,-3.52553320E-03,
+847.77500E-06,-3.55057320E-03,
+847.80000E-06,-3.62710036E-03,
+847.82500E-06,-3.52249034E-03,
+847.85000E-06,-3.49948193E-03,
+847.87500E-06,-3.56937039E-03,
+847.90000E-06,-3.56571847E-03,
+847.92500E-06,-3.52087785E-03,
+847.95000E-06,-3.51141127E-03,
+847.97500E-06,-3.54566096E-03,
+848.00000E-06,-3.55362541E-03,
+848.02500E-06,-3.49690792E-03,
+848.05000E-06,-3.52340392E-03,
+848.07500E-06,-3.55405989E-03,
+848.10000E-06,-3.56459021E-03,
+848.12500E-06,-3.60220599E-03,
+848.15000E-06,-3.56814685E-03,
+848.17500E-06,-3.53805833E-03,
+848.20000E-06,-3.52151676E-03,
+848.22500E-06,-3.53724967E-03,
+848.25000E-06,-3.57563159E-03,
