x-axis,1
second,Volt
-50.00000E-06,+97.11762163136E+00
-49.98698E-06,+97.10191886720E+00
-49.97396E-06,+97.14902741095E+00
-49.96094E-06,+97.10977062617E+00
-49.94792E-06,+97.12547389285E+00
-49.93490E-06,+97.13332452115E+00
-49.92188E-06,+97.12547263655E+00
-49.90885E-06,+97.11762602842E+00
-49.89583E-06,+97.15687439597E+00
-49.88281E-06,+97.10977326440E+00
-49.86979E-06,+97.13332389300E+00
-49.85677E-06,+97.12547339033E+00
-49.84375E-06,+97.12547791302E+00
-49.83073E-06,+97.14902050129E+00
-49.81771E-06,+97.10977163121E+00
-49.80469E-06,+97.11762540027E+00
-49.79167E-06,+97.13332313922E+00
-49.77865E-06,+97.12547552605E+00
-49.76563E-06,+97.13331836528E+00
-49.75260E-06,+97.10977225936E+00
-49.73958E-06,+97.11763168177E+00
-49.72656E-06,+97.14902602902E+00
-49.71354E-06,+97.14117690828E+00
-49.70052E-06,+97.14117690828E+00
-49.68750E-06,+97.14116786291E+00
-49.67448E-06,+97.11762791287E+00
-49.66146E-06,+97.13331861654E+00
-49.64844E-06,+97.11761823935E+00
-49.63542E-06,+97.10977690768E+00
-49.62240E-06,+97.12546246051E+00
-49.60938E-06,+97.10191811342E+00
-49.59635E-06,+97.10194537516E+00
-49.58333E-06,+97.15685630523E+00
-49.57031E-06,+97.10979060136E+00
-49.55729E-06,+97.14901158155E+00
-49.54427E-06,+97.11762163136E+00
-49.53125E-06,+97.11763972210E+00
-49.51823E-06,+97.14901472230E+00
-49.50521E-06,+97.12546384244E+00
-49.49219E-06,+97.10978457112E+00
-49.47917E-06,+97.13332012410E+00
-49.46615E-06,+97.12547854117E+00
-49.45313E-06,+97.13331987284E+00
-49.44010E-06,+97.12546798824E+00
-49.42708E-06,+97.11764374227E+00
-49.41406E-06,+97.14900605382E+00
-49.40104E-06,+97.11762163136E+00
-49.38802E-06,+97.11762163136E+00
-49.37500E-06,+97.11762766161E+00
-49.36198E-06,+97.12546723446E+00
-49.34896E-06,+97.11763419438E+00
-49.33594E-06,+97.13330592789E+00
-49.32292E-06,+97.10978293793E+00
-49.30990E-06,+97.12546673194E+00
-49.29688E-06,+97.11763519942E+00
-49.28385E-06,+97.13334587828E+00
-49.27083E-06,+97.15685228507E+00
-49.25781E-06,+97.12547339033E+00
-49.24479E-06,+97.12549524998E+00
-49.23177E-06,+97.14899901853E+00
-49.21875E-06,+97.11763670698E+00
-49.20573E-06,+97.13332514931E+00
-49.19271E-06,+97.13330957117E+00
-49.17969E-06,+97.11763746076E+00
-49.16667E-06,+97.13331710898E+00
-49.15365E-06,+97.12548155629E+00
-49.14063E-06,+97.13334173249E+00
-49.12760E-06,+97.14898658115E+00
-49.11458E-06,+97.10978695809E+00
-49.10156E-06,+97.12545605337E+00
-49.08854E-06,+97.10979625472E+00
-49.07552E-06,+97.13334298879E+00
-49.06250E-06,+97.14901057651E+00
-49.04948E-06,+97.13329763630E+00
-49.03646E-06,+97.10977916902E+00
-49.02344E-06,+97.11763105362E+00
-49.01042E-06,+97.12550203401E+00
-48.99740E-06,+97.14898997316E+00
-48.98438E-06,+97.11764122967E+00
-48.97135E-06,+97.13334499887E+00
-48.95833E-06,+97.14898846560E+00
-48.94531E-06,+97.11761145532E+00
-48.93229E-06,+97.10981107908E+00
-48.91927E-06,+97.14112477176E+00
-48.90625E-06,+97.10196032515E+00
-48.89323E-06,+97.13332514931E+00
-48.88021E-06,+97.13329273673E+00
-48.86719E-06,+97.10982452151E+00
-48.85417E-06,+97.14898444544E+00
-48.84115E-06,+97.11762163136E+00
-48.82813E-06,+97.11765555150E+00
-48.81510E-06,+97.14115404359E+00
-48.80208E-06,+97.12548494831E+00
-48.78906E-06,+97.13331346570E+00
-48.77604E-06,+97.12547339033E+00
-48.76302E-06,+97.12548532520E+00
-48.75000E-06,+97.13328896782E+00
-48.73698E-06,+97.10976987239E+00
-48.72396E-06,+97.10981911941E+00
-48.71094E-06,+97.14116447089E+00
-48.69792E-06,+97.13330002327E+00
-48.68490E-06,+97.11767238594E+00
-48.67188E-06,+97.14896459587E+00
-48.65885E-06,+97.10980869211E+00
-48.64583E-06,+97.13329901823E+00
-48.63281E-06,+97.11763482253E+00
-48.61979E-06,+97.12556660791E+00
-48.60677E-06,+97.18032816373E+00
-48.59375E-06,+97.11760806331E+00
-48.58073E-06,+97.10981095345E+00
-48.56771E-06,+97.13328369136E+00
-48.55469E-06,+97.10985354207E+00
-48.54167E-06,+97.15679600276E+00
-48.52865E-06,+97.10981246101E+00
-48.51563E-06,+97.13336811482E+00
-48.50260E-06,+97.15682263635E+00
-48.48958E-06,+97.12545881724E+00
-48.47656E-06,+97.11768042627E+00
-48.46354E-06,+97.14895454546E+00
-48.45052E-06,+97.10984462233E+00
-48.43750E-06,+97.14893821354E+00
-48.42448E-06,+97.10196371716E+00
-48.41146E-06,+97.12550404409E+00
-48.39844E-06,+97.14114600326E+00
-48.38542E-06,+97.12547339033E+00
-48.37240E-06,+97.12548909410E+00
-48.35938E-06,+97.13327766111E+00
-48.34635E-06,+97.10980178245E+00
-48.33333E-06,+97.12547339033E+00
-48.32031E-06,+97.12548959662E+00
-48.30729E-06,+97.13337414506E+00
-48.29427E-06,+97.15679813847E+00
-48.28125E-06,+97.11760504818E+00
-48.26823E-06,+97.10983670763E+00
-48.25521E-06,+97.14116007384E+00
-48.24219E-06,+97.13337602952E+00
-48.22917E-06,+97.15679499772E+00
-48.21615E-06,+97.11760442003E+00
-48.20313E-06,+97.10980454631E+00
-48.19010E-06,+97.12547339033E+00
-48.17708E-06,+97.12547339033E+00
-48.16406E-06,+97.12554424574E+00
-48.15104E-06,+97.15671987089E+00
-48.13802E-06,+97.08628645592E+00
-48.12500E-06,+97.11762163136E+00
-48.11198E-06,+97.11760341499E+00
-48.09896E-06,+97.10980655639E+00
-48.08594E-06,+97.12549185797E+00
-48.07292E-06,+97.13325077626E+00
-48.05990E-06,+97.10197427010E+00
-48.04688E-06,+97.12543570129E+00
-48.03385E-06,+97.10976987239E+00
-48.02083E-06,+97.10980806396E+00
-48.00781E-06,+97.12547339033E+00
-47.99479E-06,+97.12547339033E+00
-47.98177E-06,+97.12543444499E+00
-47.96875E-06,+97.10975027409E+00
-47.95573E-06,+97.10203645702E+00
-47.94271E-06,+97.14894926899E+00
-47.92969E-06,+97.11764160656E+00
-47.91667E-06,+97.12547339033E+00
-47.90365E-06,+97.12543293742E+00
